,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
10139,도래도래/Adverb,케이크/Noun,제/Noun,인생/Noun,최고/Noun,맛있다/Adjective,어쩜/Noun,이렇게/Adverb,먹다/Verb,먹다/Verb,맛있다/Adjective,우유/Noun,생크림/Noun,환상/Noun,조만간/Noun,또/Noun,먹다/Verb,갈다/Verb,거/Noun,남자친구/Noun,먹다/Verb,케이크/Noun,중/Noun,제일/Noun,맛있다/Adjective,하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140,인테리어/Noun,굳다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142,특별하다/Adjective,디저트/Noun,카페/Noun,아니다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143,존/Noun,맛/Noun,무지개/Noun,케이크/Noun,케이크/Noun,아이스크림/Noun,등/Noun,디저트/Noun,천국/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144,일단/Noun,비주/Noun,얼/Noun,홀려/Noun,그냥/Noun,다/Adverb,먹다/Verb,싶다/Verb,생각/Noun,느끼하다/Adjective,않다/Verb,맛있다/Adjective,밥/Noun,먹다/Verb,오다/Verb,서다/Verb,둘/Noun,먹기/Noun,조금/Noun,크다/Verb,편/Noun,하다/Verb,조각/Noun,원선/Noun,여기저기/Noun,매장/Noun,생기/Noun,있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145,쫀득쫀득/Noun,기대/Noun,저/Noun,버리다/Verb,않다/Verb,근데/Adverb,비싸다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146,무지개/Noun,케이크/Noun,유명/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147,서언/Noun,서준이/Noun,먹다/Verb,케이크/Noun,집/Noun,가구/Noun,싶다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148,나다/Verb,도레/Noun,레/Noun,예쁘다/Adjective,하다/Verb,줄/Noun,알다/Verb,맛/Noun,있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149,드디어/Adverb,오다/Verb,케이크/Noun,장맛/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10150,하남/Noun,점도/Noun,있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151,조각/Noun,원/Noun,우유/Noun,생크림/Noun,느끼하다/Adjective,않다/Verb,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152,이태원/Noun,프랭크/Noun,가다/Verb,있다/Adjective,가로수길/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,첨/Noun,아무렇다/Adjective,맛/Noun,느껴지다/Verb,않다/Verb,멀다/Adjective,가지다/Verb,리/Noun,지다/Verb,않다/Verb,달/Noun,않다/Verb,부드럽다/Adjective,맛/Noun,자꾸/Noun,생각나다/Verb,하다/Verb,조각/Noun,원/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154,무지개/Noun,케이크/Noun,일품/Noun,특히/Adverb,생크림/Noun,무지개/Noun,케이크/Noun,적극/Noun,추천/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155,기분/Noun,좋다/Adjective,촉촉하다/Adjective,케이크/Noun,도/Noun,레/Noun,도/Noun,레/Noun,유명하다/Adjective,무지개/Noun,케이크/Noun,크림/Noun,치즈/Noun,맛/Noun,진하다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156,기분/Noun,좋다/Adjective,케이크/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157,웨이팅/Noun,참고/Noun,참다/Verb,달/Noun,계산/Noun,앞/Noun,무지개/Noun,케이크/Noun,오후/Noun,시/Noun,찾아보다/Verb,수/Noun,없다/Adjective,대요/Noun,플랜/Noun,로/Noun,선택/Noun,#섹시해/Hashtag,케이크/Noun,진리/Noun,#레드벨벳/Hashtag,식사/Noun,온/Noun,거/Noun,맞다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158,예쁘다/Adjective,케이크/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159,생크림/Noun,케이크/Noun,추천/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160,케이크/Noun,보다/Verb,눈/Noun,즐겁다/Adjective,맛/Noun,별로/Noun,가격/Noun,별로/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161,예쁘다/Adjective,케이크/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,도/Noun,레/Noun,도/Noun,레/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163,굳다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164,고르곤졸라/Noun,핫도그/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165,요즘/Noun,핫/Noun,곳/Noun,사람/Noun,너무/Adverb,많다/Adjective,카페/Noun,앉다/Verb,자리/Noun,없다/Adjective,하지만/Conjunction,너무/Adverb,시끄럽다/Adjective,얘기/Noun,나누기/Noun,어렵다/Adjective,레/Noun,식당/Noun,파스타/Noun,시키다/Verb,먹다/Verb,케이크/Noun,먹다/Verb,토마토/Noun,퐁듀/Noun,파스타/Noun,이다/Verb,간도/Noun,딱/Adverb,맞다/Verb,자다/Verb,조리/Noun,되어다/Verb,정말/Noun,요즘/Noun,자다/Verb,안/Noun,먹다/Verb,파스타/Noun,친구/Noun,싹싹/Noun,다비/Noun,움/Noun,다음/Noun,이렇게/Adverb,맛있다/Adjective,좋다/Adjective,도레/Noun,최고/Noun,인기/Noun,이자/Noun,비주/Noun,얼/Noun,기대/Noun,증폭/Noun,시키다/Verb,,,,,,,,,,,,,,,,,,
10166,월요일/Noun,여유/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167,시크/Noun,하다/Verb,이/Determiner,거/Noun,맛있다/Adjective,근데/Adverb,커피/Noun,좀/Noun,약하다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10168,인터넷/Noun,검색/Noun,유명하다/Adjective,하다/Verb,간/Noun,곳/Noun,인터넷/Noun,검색/Noun,또/Noun,실망/Noun,안기다/Verb,브런치/Noun,세트/Noun,완전/Noun,실망/Noun,오믈렛/Noun,더/Noun,나은/Noun,듯/Noun,케이크/Noun,먹다/Verb,싶다/Verb,브런치/Noun,실망하다/Adjective,디저트/Noun,따다/Verb,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10169,케이크/Noun,멋있다/Adjective,거대/Noun,하/Exclamation,당/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10170,차다/Verb,소중하다/Adjective,이/Noun,집/Noun,케이크/Noun,종업원/Noun,지나치다/Verb,시크/Noun,하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10171,생크림/Noun,정말/Noun,맛/Noun,케이크/Noun,집/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10172,가로수길/Noun,핫/Noun,플/Exclamation,레이스/Noun,리도/Noun,레/Noun,카페/Noun,케이크/Noun,유명하다/Adjective,이/Determiner,날/Noun,브런치/Noun,재료/Noun,신선하다/Adjective,맛/Noun,있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,엄청나다/Adjective,크기/Noun,피스/Noun,케이크/Noun,각종/Noun,판/Noun,초콜릿/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10174,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10175,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10176,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10177,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10178,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10180,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10181,빵/Noun,그럭저럭/Adverb,서비스/Noun,제로/Noun,쇼트/Noun,커트/Noun,머리/Noun,여자/Noun,남자/Noun,모르다/Verb,진짜/Noun,불친절/Noun,끝판/Noun,일/Noun,단/Noun,말투/Noun,화나다/Verb,있다/Adjective,사람/Noun,같다/Adjective,요/Noun,쳐다보다/Verb,않다/Verb,건네주다/Verb,것/Noun,아니다/Adjective,빵/Noun,바닥/Noun,탁/Noun,놓다/Verb,바로/Noun,뒤/Noun,네/Determiner,요/Noun,대답/Noun,묵묵/Noun,부다/Adjective,일행/Noun,다/Adverb,같이/Adverb,기분/Noun,나쁘다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10182,분위기/Noun,좋다/Adjective,빵/Noun,맛있다/Adjective,어/Noun,언/Modifier,바질/Noun,짱짱/Noun,층/Noun,층/Noun,널찍하다/Adjective,좋다/Adjective,무엇/Noun,바깥/Noun,외부/Noun,공간/Noun,있다/Adjective,날/Noun,따뜻하다/Adjective,다시/Noun,들다/Verb,보고/Noun,싶다/Verb,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10183,조음/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10184,제/Noun,가다/Verb,땐/Noun,살벌하다/Adjective,정도/Noun,불친절하다/Adjective,지금/Noun,어떻다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185,맛있다/Adjective,하다/Verb,멀다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10186,별로/Noun,이다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10187,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10188,점원/Noun,보다/Verb,앞/Noun,트레이/Noun,포크/Noun,나이프/Noun,집다/Verb,하다/Verb,싫다/Adjective,일/Noun,그만두다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10189,살다/Verb,어디/Noun,매장/Noun,리뷰/Noun,적/Noun,처음/Noun,요/Noun,방금/Noun,먹다/Verb,나오다/Verb,그냥/Noun,처음/Noun,들어가다/Verb,불친절/Noun,귀찮다/Adjective,나/Noun,바쁘다/Adjective,거리/Noun,내다/Verb,물어보다/Verb,말/Noun,거/Noun,데/Noun,말/Noun,뚝뚝/Noun,끊다/Verb,먹다/Verb,나가다/Verb,때/Noun,뭐/Noun,물어보다/Verb,눈/Noun,안/Noun,마주/Noun,자기/Noun,하다/Verb,거/Noun,하다/Verb,대해/Noun,충/Noun,대답/Noun,찌/Noun,끄리/Noun,거/Noun,진짜/Noun,욕/Noun,나오다/Verb,평점/Noun,쓰다/Verb,들어오다/Verb,지금/Noun,리뷰/Noun,보다/Verb,다/Adverb,같다/Adjective,마음/Noun,신가/Noun,보다/Verb,개선/Noun,많이/Adverb,필요하다/Adjective,듯/Noun,서비스/Noun,개판/Noun,박수/Noun,치도/Noun,두/Noun,,,,,,,
10190,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10191,빵/Noun,맛있다/Adjective,장소/Noun,쾌적하다/Adjective,좋아하다/Adjective,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10192,불친절/Noun,함/Noun,상상/Noun,이상/Noun,여기/Noun,면/Noun,직원/Noun,욕/Noun,하다/Verb,게/Noun,제일/Noun,재밌다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10193,진심/Noun,불친절/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10194,점도/Noun,아깝다/Adjective,요/Noun,아르바이트생/Noun,뇌/Noun,속이다/Verb,비다/Verb,마스크/Noun,안/Noun,끼/Noun,있다/Adjective,요일/Noun,하다/Verb,온/Noun,건지다/Verb,노가리/Noun,끄다/Verb,오신/Noun,건/Noun,지/Modifier,분/Noun,간/Noun,못/VerbPrefix,하다/Verb,더/Noun,여/Noun,저/Noun,같이/Adverb,대화/Noun,눌/Noun,뻔하다/Adjective,여/Noun,곧/Noun,백종원/Noun,골목/Noun,식당/Noun,서다/Verb,울고불고/Adverb,하다/Verb,사장/Noun,모습/Noun,기대/Noun,해보다/Verb,되다/Verb,요/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10195,여기다/Verb,요즘/Noun,이렇다/Adjective,직원/Noun,채용/Noun,하나/Noun,싶다/Verb,정도/Noun,불친절하다/Adjective,게/Noun,이슈/Noun,사장/Noun,아무렇다/Adjective,신경/Noun,안/Noun,쓰시/Noun,보다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,너무/Adverb,최악/Noun,평점/Noun,남다/Verb,처음/Noun,보다/Verb,가로/Noun,수/Modifier,길/Noun,이렇다/Adjective,크다/Verb,카페/Noun,아르바이트생/Noun,너무/Adverb,불친절하다/Adjective,귀찮다/Adjective,듯/Noun,태도/Noun,말투/Noun,너무/Adverb,어처/Noun,구/Noun,늘다/Verb,없다/Adjective,내/Noun,카페/Noun,내부/Noun,지저분하다/Adjective,시끄럽다/Adjective,층/Noun,무슨/Noun,썩다/Verb,냄새/Noun,진동/Noun,잠깐/Noun,있다/Adjective,모기/Noun,다/Adverb,물리다/Verb,나오다/Verb,사장/Noun,없다/Adjective,건지다/Verb,관리/Noun,전혀/Noun,안/Noun,되다/Verb,혹시/Noun,이/Noun,카페/Noun,검색/Noun,하다/Verb,정말/Noun,비추다/Verb,이다/Adjective,가지/Noun,말다/Verb,,,,,,,,,,,,,,,,,
10197,그냥/Noun,돌아다니다/Verb,보/Noun,가다/Verb,이렇다/Adjective,서비스/Noun,대해/Noun,예민/Noun,한편/Noun,아니다/Adjective,카페/Noun,평/Noun,써다/Verb,보다/Verb,건/Noun,태어나다/Verb,처음/Noun,여기/Noun,절대/Noun,지다/Verb,말다/Verb,직원/Noun,못/Noun,배우다/Verb,태도/Noun,기분/Noun,나쁘다/Adjective,집/Noun,가다/Verb,내내/Noun,기분/Noun,더럽다/Adjective,곳/Noun,이렇다/Adjective,마인드/Noun,장사/Noun,어떻다/Adjective,하다/Verb,의문/Noun,곳/Noun,삐/Noun,딱하다/Adjective,서서/Noun,손님/Noun,이렇다/Adjective,저렇다/Adjective,지시/Noun,하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,
10198,직원/Noun,불친절하다/Adjective,태도/Noun,때문/Noun,기분/Noun,너무나/Adverb,파서/Noun,처음/Noun,리뷰/Noun,쓰다/Verb,이/Noun,전/Noun,리뷰/Noun,보다/Verb,대부분/Noun,직원/Noun,태도/Noun,대한/Noun,이야기/Noun,많이/Adverb,보이다/Verb,저/Determiner,뿐/Noun,아니다/Adjective,오랫동안/Adverb,꾸준하다/Adjective,손님/Noun,응대/Noun,불친절하다/Adjective,것/Noun,같다/Adjective,꽤/Noun,유명하다/Adjective,가게/Noun,찾아가다/Verb,곳/Noun,다양하다/Adjective,이유/Noun,두/Noun,번/Noun,다시다/Verb,가지/Noun,않다/Verb,것/Noun,같다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10199,아르바이트생/Noun,너무/Adverb,불친절하다/Adjective,짜증/Noun,난/Noun,말투/Noun,귀찮다/Adjective,티/Noun,팍팍/Adverb,다음/Noun,절대/Noun,안/Noun,간다/Noun,다짐/Noun,함/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,여기/Noun,사장/Noun,일/Noun,계시다/Adjective,거/Noun,맞다/Verb,평점/Noun,리뷰/Noun,안/Noun,보시/Noun,보다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201,빵/Noun,맛있다/Adjective,모르다/Verb,음료/Noun,만들다/Verb,거/Noun,따르다/Verb,내부/Noun,인테리어/Noun,그렇다/Adjective,직원/Noun,불친절하다/Adjective,그냥/Noun,왜/Noun,자다/Verb,되다/Verb,모르다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202,단발/Noun,직권/Noun,완전/Noun,별로/Noun,요/Noun,주문/Noun,하다/Verb,때/Noun,얼굴/Noun,안/Noun,보고/Noun,주문/Noun,것/Noun,잘못/Noun,나오다/Verb,빵/Noun,개/Noun,맛없다/Adjective,커피/Noun,뭔/Modifier,옥수수/Noun,맛/Noun,나오다/Verb,신안/Noun,옴/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,직원/Noun,좀/Noun,그렇다/Adjective,시끄럽다/Adjective,잘못/Noun,알/Noun,들어서다/Verb,옆/Noun,같이/Adverb,온/Noun,친구/Noun,뭐라다/Verb,하다/Verb,물어보다/Verb,화/Noun,내다/Verb,메뉴/Noun,이야기/Noun,해주다/Verb,당황/Noun,하다/Verb,기다/Verb,머리/Noun,불다/Verb,왜/Noun,그렇다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204,빵/Noun,맛/Noun,없다/Adjective,커피/Noun,쏘다/Verb,쏘다/Verb,지나가다/Verb,분위기/Noun,좋다/Adjective,보/Noun,들어가다/Verb,막상/Noun,들어가다/Verb,앉다/Verb,보다/Verb,공간/Noun,멋지다/Adjective,않다/Verb,테이블/Noun,낮다/Adjective,불편하다/Adjective,좌석/Noun,화장실/Noun,휴지/Noun,너무/Adverb,구림/Noun,최악/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10205,커피/Noun,빵/Noun,먹다/Verb,만/Noun,하다/Verb,그런데/Conjunction,인테리어/Noun,한국/Noun,정서/Noun,안/Noun,맞다/Verb,것/Noun,같다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10206,세상/Noun,너무/Adverb,맛없다/Adjective,왜/Noun,이름/Noun,빵/Noun,공장/Noun,이해/Noun,불다/Verb,요/Noun,너무/Adverb,비싸다/Adjective,빵/Noun,종이/Noun,짝/Noun,씹다/Verb,먹다/Verb,맛/Noun,이다/Verb,오늘/Noun,정전/Noun,돼다/Verb,현금/Noun,받다/Verb,얼음/Noun,한가득/Adverb,근데/Adverb,음료/Noun,양은/Noun,적다/Verb,달/Noun,정성은/Noun,없다/Adjective,원두/Noun,깊이/Noun,안/Noun,느껴지다/Verb,늠/Noun,비싸다/Adjective,엄청/Adverb,비싸다/Adjective,음료/Noun,콜/Noun,드/Noun,브루/Noun,원/Noun,분위기/Noun,엉/Exclamation,성하다/Adjective,좀/Noun,더/Noun,예쁘다/Adjective,꾸미다/Verb,수/Noun,있다/Adjective,텐데/Eomi,맨날/Adverb,몇/Noun,년/Noun,지나/Noun,,,,,,,,,,,,,,
10207,서비스/Noun,마인드/Noun,없다/Adjective,이야기/Noun,동감/Noun,하다/Verb,단발/Noun,매니저/Noun,주문/Noun,어디서/Adverb,하다/Verb,물어보다/Verb,테이블/Noun,손가락/Noun,두/Noun,번/Noun,탁탁/Noun,때/Noun,림/Noun,주문/Noun,번호/Noun,달라/Noun,맞다/Verb,물어보다/Verb,유통/Noun,기한/Noun,지난/Noun,얼굴/Noun,고개/Noun,끄덕이다/Verb,단발/Noun,매니저/Noun,계산/Noun,카드/Noun,줄/Noun,때/Noun,거의/Noun,카드/Noun,던지다/Verb,듯이/Noun,줌/Noun,거기/Noun,다가/Noun,매장/Noun,마시다/Verb,데/Noun,일회용/Noun,잔/Noun,주다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,
10208,사장/Noun,리뷰/Noun,안보/Noun,시나/Noun,보다/Verb,직원/Noun,마스크/Noun,끼다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10209,최악/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10210,여기/Noun,불친절하다/Adjective,카페/Noun,태어나다/Verb,하다/Verb,번/Noun,못/Noun,보다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,종업원/Noun,자기/Noun,끼린/Noun,웃다/Verb,손님/Noun,늘다/Verb,표정/Noun,썩다/Verb,음료/Noun,만들다/Verb,애나/Noun,주문/Noun,받다/Verb,애나/Noun,마스크/Noun,안/Noun,쓰다/Verb,이/Noun,시국/Noun,다/Adverb,신/Noun,안/Noun,오다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10212,커피/Noun,맛/Noun,별로/Noun,빵/Noun,종류/Noun,많다/Adjective,엄청/Adverb,맛있다/Adjective,것/Noun,딱하다/Adjective,없다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10213,별/Modifier,제로/Noun,없다/Adjective,특정/Noun,직원/Noun,보다/Verb,리뷰/Noun,말/Noun,싸가지/Noun,데요/Eomi,그/Determiner,분/Noun,잘리다/Verb,않다/Verb,쩝/Adverb,빵/Noun,맛/Noun,특별하다/Adjective,않다/Verb,가지/Noun,말다/Verb,여기/Noun,파/Noun,바나/Noun,뚜쥬/Noun,갈다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10214,알바/Noun,성/Modifier,실화/Noun,세/Noun,키/Noun,크다/Verb,얼굴/Noun,크다/Verb,단발머리/Noun,분/Noun,저/Noun,손님/Noun,모르다/Verb,카운터/Noun,들어가다/Verb,주문/Noun,받다/Verb,알다/Verb,네/Noun,네/Noun,네/Noun,세/Noun,번/Noun,물어보다/Verb,그/Determiner,제/Noun,서다/Verb,짜증/Noun,나다/Verb,듯이/Noun,목소리/Noun,크게/Noun,말/Noun,하다/Verb,제/Noun,뭐/Noun,잘못/Noun,줄/Noun,네이버/Noun,리뷰/Noun,보다/Verb,자다/Verb,알다/Verb,텐데/Eomi,빵/Noun,파시/Noun,말다/Verb,그렇다/Adjective,적성/Noun,안/Noun,맞다/Verb,것/Noun,같다/Adjective,대다/Verb,학생/Noun,때/Noun,알바/Noun,많이/Adverb,하다/Verb,입장/Noun,이렇다/Adjective,말/Noun,하다/Verb,싫다/Adjective,뭣/Noun,,,,,,,,,
10215,별개/Noun,없다/Adjective,정말/Noun,어떻다/Adjective,직원/Noun,특정하다/Adjective,수없이/Adverb,모든/Noun,직원/Noun,싹수/Noun,없다/Adjective,그날/Noun,하루/Noun,일행/Noun,모두/Noun,기분/Noun,좋다/Adjective,마지막/Noun,들르다/Verb,빵/Noun,공장/Noun,기분/Noun,다/Adverb,잡/Noun,치다/Verb,가게/Noun,주인/Noun,아르바이트생/Noun,서비스/Noun,그/Noun,따위/Noun,하다/Verb,것/Noun,알/Noun,계시다/Adjective,계산/Noun,하다/Verb,때/Noun,똥/Noun,씹다/Verb,표정/Noun,계산/Noun,받다/Verb,직원/Noun,아이스/Noun,아메리카노/Noun,잔/Noun,시키다/Verb,잔/Noun,양/Noun,다르다/Adjective,하다/Verb,잔/Noun,심/Noun,,,,,,,,,,,,,,,,,,,,
